Lettera;Codice Ateco 2007;Descrizione
C;329990;Fabbricazione di altri articoli nca
C;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE
C;331;RIPARAZIONE E MANUTENZIONE DI PRODOTTI IN METALLO, MACCHINE ED APPARECCHIATURE
C;3311;Riparazione e manutenzione di prodotti in metallo
C;33110;Riparazione e manutenzione di prodotti in metallo
C;331101;Riparazione e manutenzione di stampi, portastampi, sagome, forme per macchine
C;331102;Riparazione e manutenzione di utensileria ad azionamento manuale
C;331103;Riparazione e manutenzione di armi, sistemi d'arma e munizioni
C;331104;Riparazione e manutenzione di casseforti, forzieri, porte metalliche blindate
C;331105;Riparazione e manutenzione di armi bianche
C;331106;Riparazione e manutenzione di container
C;331107;Riparazione e manutenzione di carrelli per la spesa
C;331109;Riparazione e manutenzione di altri prodotti in metallo
C;3312;Riparazione e manutenzione di macchinari
C;33121;Riparazione e manutenzione di macchine di impiego generale
C;331210;Riparazione e manutenzione di macchine di impiego generale
C;33122;Riparazione e manutenzione di forni, fornaci e bruciatori
C;331220;Riparazione e manutenzione di forni, fornaci e bruciatori
C;33123;Riparazione e manutenzione di macchine e apparecchi di sollevamento e movimentazione (esclusi ascensori)
C;331230;Riparazione e manutenzione di macchine e apparecchi di sollevamento e movimentazione (esclusi ascensori)
C;33124;Riparazione e manutenzione di attrezzature di uso non domestico per la refrigerazione e la ventilazione
C;331240;Riparazione e manutenzione di attrezzature di uso non domestico per la refrigerazione e la ventilazione
C;33125;Riparazione e manutenzione di altre macchine di impiego generale
C;331251;Riparazione e manutenzione di macchine ed attrezzature per ufficio (esclusi computer, periferiche, fax)
C;331252;Riparazione e manutenzione di bilance e macchine automatiche per la vendita e la distribuzione
C;331253;Riparazione e manutenzione di macchine per le industrie chimiche, petrolchimiche e petrolifere
C;331254;Riparazione e manutenzione di macchine per la dosatura, la confezione e l'imballaggio
C;331255;Riparazione e manutenzione di estintori (inclusa la ricarica)
C;331259;Riparazione e manutenzione di altre macchine di impiego generale nca
C;33126;Riparazione e manutenzione di trattori agricoli
C;331260;Riparazione e manutenzione di trattori agricoli
C;33127;Riparazione e manutenzione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia
C;331270;Riparazione e manutenzione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia
C;33129;Riparazione e manutenzione di altre macchine per impieghi speciali (incluse le macchine utensili)
C;331291;Riparazione e manutenzione di parti intercambiabili per macchine utensili
C;331292;Riparazione e manutenzione di giostre, altalene, padiglioni da tiro al bersaglio ed altre attrezzature per parchi di divertimento
C;331299;Riparazione e manutenzione di altre macchine per impieghi speciali nca (incluse le macchine utensili)
C;3313;Riparazione e manutenzione di apparecchiature elettroniche ed ottiche
C;33130;Riparazione e manutenzione di apparecchiature elettroniche ed ottiche (escluse quelle per le telecomunicazioni ed i computer)
C;331301;Riparazione e manutenzione di apparecchiature ottiche, fotografiche e cinematografiche (escluse videocamere)
C;331302;
C;331303;Riparazione e manutenzione di apparecchi elettromedicali, di materiale medico-chirurgico e veterinario, di apparecchi e strumenti per odontoiatria
C;331304;Riparazione e manutenzione di apparati di distillazione per laboratori, di centrifughe per laboratori e di macchinari per pulizia ad ultrasuoni per laboratori
C;331309;Riparazione e manutenzione di altre apparecchiature elettroniche (escluse quelle per le telecomunicazioni ed i computer)
C;3314;Riparazione e manutenzione di apparecchiature elettriche
C;33140;Riparazione e manutenzione di apparecchiature elettriche (esclusi gli elettrodomestici)
C;331400;Riparazione e manutenzione di apparecchiature elettriche (esclusi gli elettrodomestici)
C;331401;
C;331409;
C;3315;Riparazione e manutenzione di navi e imbarcazioni (esclusi i loro motori)
C;33150;Riparazione e manutenzione di navi commerciali e imbarcazioni da diporto (esclusi i loro motori)
C;331500;Riparazione e manutenzione di navi commerciali e imbarcazioni da diporto (esclusi i loro motori)
C;3316;Riparazione e manutenzione di aeromobili e di veicoli spaziali
C;33160;Riparazione e manutenzione di aeromobili e di veicoli spaziali
C;331600;Riparazione e manutenzione di aeromobili e di veicoli spaziali
C;3317;Riparazione e manutenzione di locomotive e di materiale rotabile ferro-tranviario (esclusi i loro motori)
C;33170;Riparazione e manutenzione di materiale rotabile ferroviario, tranviario, filoviario e per metropolitane (esclusi i loro motori)
C;331700;Riparazione e manutenzione di materiale rotabile ferroviario, tranviario, filoviario e per metropolitane (esclusi i loro motori)
C;3319;Riparazione di altre apparecchiature
C;33190;Riparazione di altre apparecchiature
C;331901;Riparazioni di pallets e contenitori in legno per trasporto
C;331902;Riparazione di prodotti in gomma
C;331903;Riparazione di articoli in vetro
C;331904;Riparazioni di altri prodotti in legno nca
C;331909;Riparazione di altre apparecchiature nca
C;332;INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE INDUSTRIALI
C;3320;Installazione di macchine ed apparecchiature industriali
C;33200;Installazione di macchine ed apparecchiature industriali
C;332001;"Installazione di motori, generatori e trasformatori elettrici; di apparecchiature per la distribuzione e il controllo dell'elettricità (esclusa l'installazione all'interno degli edifici)"
C;332002;Installazione di apparecchi elettrici ed elettronici per telecomunicazioni, di apparecchi trasmittenti radiotelevisivi, di impianti di apparecchiature elettriche ed elettroniche (esclusa l'installazione all'interno degli edifici)
C;332003;Installazione di strumenti ed apparecchi di misurazione, controllo, prova, navigazione e simili (incluse le apparecchiature di controllo dei processi industriali)
C;332004;Installazione di cisterne, serbatoi e contenitori in metallo
C;332005;Installazione di generatori di vapore (escluse le caldaie per il riscaldamento centrale ad acqua calda)
C;332006;Installazione di macchine per ufficio, di mainframe e computer simili
C;332007;Installazione di apparecchi medicali, di apparecchi e strumenti per odontoiatria
C;332008;Installazione di apparecchi elettromedicali
C;332009;Installazione di altre macchine ed apparecchiature industriali
D;D;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA
D;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA
D;351;PRODUZIONE, TRASMISSIONE E DISTRIBUZIONE DI ENERGIA ELETTRICA
D;3511;Produzione di energia elettrica
D;35110;Produzione di energia elettrica
D;351100;Produzione di energia elettrica
D;3512;Trasmissione di energia elettrica
D;35120;Trasmissione di energia elettrica
D;351200;Trasmissione di energia elettrica
D;3513;Distribuzione di energia elettrica
D;35130;Distribuzione di energia elettrica
D;351300;Distribuzione di energia elettrica
D;3514;Commercio di energia elettrica
D;35140;Commercio di energia elettrica
D;351400;Commercio di energia elettrica
D;352;"PRODUZIONE DI GAS; DISTRIBUZIONE DI COMBUSTIBILI GASSOSI MEDIANTE CONDOTTE"
D;3521;Produzione di gas
D;35210;Produzione di gas
D;352100;Produzione di gas
D;3522;Distribuzione di combustibili gassosi mediante condotte
D;35220;Distribuzione di combustibili gassosi mediante condotte
D;352200;Distribuzione di combustibili gassosi mediante condotte
D;3523;Commercio di gas distribuito mediante condotte
D;35230;Commercio di gas distribuito mediante condotte
D;352300;Commercio di gas distribuito mediante condotte
D;353;FORNITURA DI VAPORE E ARIA CONDIZIONATA
D;3530;Fornitura di vapore e aria condizionata
D;35300;Fornitura di vapore e aria condizionata
D;353000;Fornitura di vapore e aria condizionata
E;E;"FORNITURA DI ACQUA; RETI FOGNARIE, ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO"
E;36;RACCOLTA, TRATTAMENTO E FORNITURA DI ACQUA
E;360;RACCOLTA, TRATTAMENTO E FORNITURA DI ACQUA
E;3600;Raccolta, trattamento e fornitura di acqua
E;36000;Raccolta, trattamento e fornitura di acqua
E;360000;Raccolta, trattamento e fornitura di acqua
E;37;GESTIONE DELLE RETI FOGNARIE
E;370;GESTIONE DELLE RETI FOGNARIE
E;3700;Gestione delle reti fognarie
E;37000;Raccolta e depurazione delle acque di scarico
E;370000;Raccolta e depurazione delle acque di scarico
E;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI"
E;381;RACCOLTA DEI RIFIUTI
E;3811;Raccolta di rifiuti non pericolosi
E;38110;Raccolta di rifiuti solidi non pericolosi
E;381100;Raccolta di rifiuti solidi non pericolosi
E;3812;Raccolta di rifiuti pericolosi
E;38120;Raccolta di rifiuti pericolosi solidi e non solidi
E;381200;Raccolta di rifiuti pericolosi solidi e non solidi
E;382;TRATTAMENTO E SMALTIMENTO DEI RIFIUTI
E;3821;Trattamento e smaltimento di rifiuti non pericolosi
E;38210;"Trattamento e smaltimento di rifiuti non pericolosi; produzione di compost"
E;382101;Produzione di compost
E;382109;Trattamento e smaltimento di altri rifiuti non pericolosi
E;3822;Trattamento e smaltimento di rifiuti pericolosi
E;38220;Trattamento e smaltimento di rifiuti pericolosi
E;382200;Trattamento e smaltimento di rifiuti pericolosi
E;383;RECUPERO DEI MATERIALI
E;3831;Demolizione di carcasse e cantieri di demolizione navali
E;38311;Demolizione di carcasse
E;383110;Demolizione di carcasse
E;38312;Cantieri di demolizione navali
E;383120;Cantieri di demolizione navali
E;3832;Recupero e cernita di materiali
E;38321;Recupero e preparazione per il riciclaggio di cascami e rottami metallici
E;383210;Recupero e preparazione per il riciclaggio di cascami e rottami metallici
E;38322;Recupero e preparazione per il riciclaggio di materiale plastico per produzione di materie prime plastiche, resine sintetiche
E;383220;Recupero e preparazione per il riciclaggio di materiale plastico per produzione di materie prime plastiche, resine sintetiche
E;38323;Recupero e preparazione per il riciclaggio dei rifiuti solidi urbani, industriali e biomasse
E;383230;Recupero e preparazione per il riciclaggio dei rifiuti solidi urbani, industriali e biomasse
E;39;ATTIVITÀ DI RISANAMENTO E ALTRI SERVIZI DI GESTIONE DEI RIFIUTI
E;390;ATTIVITÀ DI RISANAMENTO E ALTRI SERVIZI DI GESTIONE DEI RIFIUTI
E;3900;Attività di risanamento e altri servizi di gestione dei rifiuti
E;39000;Attività di risanamento e altri servizi di gestione dei rifiuti
E;390001;Attività di rimozione di strutture ed elementi in amianto specializzata per l'edilizia
E;390009;Altre attività di risanamento e altri servizi di gestione dei rifiuti
F;F;COSTRUZIONI
F;41;COSTRUZIONE DI EDIFICI
F;411;SVILUPPO DI PROGETTI IMMOBILIARI
F;4110;Sviluppo di progetti immobiliari
F;41100;Sviluppo di progetti immobiliari senza costruzione
F;411000;Sviluppo di progetti immobiliari senza costruzione
F;412;COSTRUZIONE DI EDIFICI RESIDENZIALI E NON RESIDENZIALI
F;4120;Costruzione di edifici residenziali e non residenziali
F;41200;Costruzione di edifici residenziali e non residenziali
F;412000;Costruzione di edifici residenziali e non residenziali
F;42;INGEGNERIA CIVILE
F;421;COSTRUZIONE DI STRADE E FERROVIE
F;4211;Costruzione di strade e autostrade
F;42110;Costruzione di strade, autostrade e piste aeroportuali
F;421100;Costruzione di strade, autostrade e piste aeroportuali
F;4212;Costruzione di linee ferroviarie e metropolitane
F;42120;Costruzione di linee ferroviarie e metropolitane
F;421200;Costruzione di linee ferroviarie e metropolitane
F;4213;Costruzione di ponti e gallerie
F;42130;Costruzione di ponti e gallerie
F;421300;Costruzione di ponti e gallerie
F;422;COSTRUZIONE DI OPERE DI PUBBLICA UTILITÀ
F;4221;Costruzione di opere di pubblica utilità per il trasporto di fluidi
F;42210;Costruzione di opere di pubblica utilità per il trasporto di fluidi
F;422100;Costruzione di opere di pubblica utilità per il trasporto di fluidi
F;4222;Costruzione di opere di pubblica utilità per l'energia elettrica e le telecomunicazioni
F;42220;Costruzione di opere di pubblica utilità per l'energia elettrica e le telecomunicazioni
F;422200;Costruzione di opere di pubblica utilità per l'energia elettrica e le telecomunicazioni
F;429;COSTRUZIONE DI ALTRE OPERE DI INGEGNERIA CIVILE
F;4291;Costruzione di opere idrauliche
F;42910;Costruzione di opere idrauliche
F;429100;Costruzione di opere idrauliche
F;4299;Costruzione di altre opere di ingegneria civile nca
F;42990;Costruzione di altre opere di ingegneria civile nca
F;429901;Lottizzazione dei terreni connessa con l'urbanizzazione
F;429909;Altre attività di costruzione di altre opere di ingegneria civile nca
F;43;LAVORI DI COSTRUZIONE SPECIALIZZATI
F;431;DEMOLIZIONE E PREPARAZIONE DEL CANTIERE EDILE
F;4311;Demolizione
F;43110;Demolizione
F;431100;Demolizione
F;4312;Preparazione del cantiere edile
F;43120;Preparazione del cantiere edile e sistemazione del terreno
F;431200;Preparazione del cantiere edile e sistemazione del terreno
F;4313;Trivellazioni e perforazioni 
F;43130;Trivellazioni e perforazioni
F;431300;Trivellazioni e perforazioni
F;432;INSTALLAZIONE DI IMPIANTI ELETTRICI, IDRAULICI ED ALTRI LAVORI DI COSTRUZIONE E INSTALLAZIONE
F;4321;Installazione di impianti elettrici
F;43210;Installazione di impianti elettrici ed elettronici (inclusa manutenzione e riparazione)
F;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione e riparazione)
F;432102;Installazione di impianti elettronici (inclusa manutenzione e riparazione)
F;432103;Installazione di impianti di illuminazione stradale e dispositivi elettrici di segnalazione, illuminazione delle piste degli aeroporti (inclusa manutenzione e riparazione)
F;432104;Installazione di insegne elettriche e impianti luce (incluse luminarie per feste)
F;4322;Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria 
F;43220;Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria (inclusa manutenzione e riparazione)
F;432201;Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria (inclusa manutenzione e riparazione) in edifici o in altre opere di costruzione
F;432202;Installazione di impianti per la distribuzione del gas (inclusa manutenzione e riparazione)
F;432203;Installazione di impianti di spegnimento antincendio (inclusi quelli integrati e la manutenzione e riparazione)
F;432204;Installazione di impianti di depurazione per piscine (inclusa manutenzione e riparazione)
F;432205;Installazione di impianti di irrigazione per giardini (inclusa manutenzione e riparazione)
F;4329;Altri lavori di costruzione e installazione
F;43290;Altri lavori di costruzione e installazione
F;432901;Installazione, riparazione e manutenzione di ascensori e scale mobili
F;432902;Lavori di isolamento termico, acustico o antivibrazioni
F;432909;Altri lavori di costruzione e installazione nca
F;433;COMPLETAMENTO E FINITURA DI EDIFICI
F;4331;Intonacatura
F;43310;Intonacatura e stuccatura
F;433100;Intonacatura e stuccatura
F;4332;Posa in opera di infissi
F;43320;Posa in opera di infissi, arredi, controsoffitti, pareti mobili e simili
F;433201;Posa in opera di casseforti, forzieri, porte blindate
F;433202;Posa in opera di infissi, arredi, controsoffitti, pareti mobili e simili
